model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MassCost SP +time,MassCost,single,+time,-,5 expl,4,700006,80.0,3510.266741877281,3510.266741877281,648.6816502353963,648.6816502353963,2861.585091641885,29.152667536928636,75.48377164672779,False,99375.66334977988,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,4,700007,80.0,3000.9925649195866,3000.9925649195866,546.7520004354583,546.7520004354583,2454.2405644841283,24.735849053065984,72.32791603789514,False,100777.90300877068,False,0,0.0,
MassCost SP +time,MassCost,single,+time,-,5 expl,4,700008,80.0,2962.639063703261,2962.639063703261,495.3668067502199,495.3668067502199,2467.272256953041,24.21141751000768,69.31184683834483,False,102216.94317081064,False,0,0.0243478260869565,
MassCost SP +time,MassCost,single,+time,-,5 expl,4,700009,80.0,3025.81169261133,3025.81169261133,530.6739331239687,530.6739331239687,2495.137759487361,24.528019085784184,71.54700108378502,False,103444.86587638708,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700000,0.0,3147.017242180626,3147.017242180626,-320.3116600841986,-320.3116600841986,3467.3289022648246,25.435340543229064,88.0807859256594,False,100623.29648621628,False,0,0.0113043478260869,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700001,0.0,4018.500155735841,4018.500155735841,444.60094504899007,444.60094504899007,3573.899210686851,29.57021404518052,76.89937736358412,False,111740.3606584868,False,0,0.0191304347826086,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700002,0.0,3237.391401321769,3237.391401321769,-459.2268219647831,-459.2268219647831,3696.618223286552,27.042434991077,91.58970484825608,False,98383.55699536687,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700003,0.0,3854.744218293676,3854.744218293676,328.1556181442543,328.1556181442543,3526.588600149422,28.493086457768865,80.63126484415544,False,110117.5178728173,False,0,0.0208695652173913,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700004,0.0,3507.455126797615,3507.455126797615,292.9485200403169,292.9485200403169,3214.506606757298,27.486710115781044,95.86451487578836,False,102614.15704272382,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700005,0.0,3860.624654463457,3860.624654463457,-261.3702162760428,-261.3702162760428,4121.9948707395,31.241510933970464,88.2590974377998,False,100914.28660415683,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700006,0.0,3692.879935070235,3692.879935070235,-292.8782736688536,-292.8782736688536,3985.758208739089,29.005865720077388,87.49151019484744,False,102003.269775527,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700007,0.0,3116.281615975512,3116.281615975512,-238.9176908662721,-238.9176908662721,3355.199306841784,24.56996873830775,87.5013609373266,False,101441.83215188204,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700008,0.0,3545.909445737431,3545.909445737431,242.08145036351152,242.08145036351152,3303.8279953739193,25.89333247138929,79.55193777035431,False,109953.51579816572,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700009,0.0,3581.2847535845717,3581.2847535845717,192.49445016582558,192.49445016582558,3388.790303418746,26.23057632058377,81.1170005962903,False,110503.97779447344,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700000,20.0,3346.189144384623,3346.189144384623,97.87870319219519,97.87870319219519,3248.310441192428,26.79604795367438,78.07173167376011,False,100815.4673584841,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700001,20.0,3651.501999949882,3651.501999949882,250.6477067727683,250.6477067727683,3400.8542931771135,28.40576069483583,71.69136915677726,False,106485.80572630418,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700002,20.0,3439.0660305195725,3439.0660305195725,-147.824231619049,-147.824231619049,3586.8902621386214,28.993104952388855,82.7253922377544,False,94514.68589257017,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700003,20.0,3629.612199961803,3629.612199961803,296.12004446461333,296.12004446461333,3333.4921554971897,27.91388391675335,75.7889752867242,False,106453.67877822858,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700004,20.0,3158.798304828383,3158.798304828383,137.9131523160163,137.9131523160163,3020.885152512367,24.71347610757219,76.75794077758493,False,102506.44128374608,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700005,20.0,3952.101861388452,3952.101861388452,73.7538198935049,73.7538198935049,3878.348041494947,32.547795132017896,80.82843711785932,False,98100.85389975036,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700006,20.0,3912.220361913662,3912.220361913662,188.37581431774151,188.37581431774151,3723.8445475959206,30.70448955189217,80.0766128426861,False,101014.33732203172,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700007,20.0,3272.087302624116,3272.087302624116,148.9679858689824,148.9679858689824,3123.1193167551337,25.63895400854367,77.87273214061484,False,101658.0578820454,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700008,20.0,3369.05780986009,3369.05780986009,261.8566601760631,261.8566601760631,3107.201149684027,25.43646607149932,74.06953770097911,False,106808.41304459792,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700009,20.0,3478.217075050788,3478.217075050788,287.59873743478784,287.59873743478784,3190.618337616,26.23586403247636,75.84123067480873,False,107530.73786303532,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700000,40.0,3095.729674033042,3095.729674033042,78.54806192695423,78.54806192695423,3017.181612106088,26.00200586809328,73.40320737225416,False,96590.63837035856,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700001,40.0,2586.9742652976292,2586.9742652976292,-630.364755742145,-630.364755742145,3217.3390210397743,22.97545901112472,63.30297816670524,False,96961.16916777156,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700002,40.0,3242.3145718156893,3242.3145718156893,-102.72907923803359,-102.72907923803359,3345.043651053723,28.38252106729217,78.55279003347627,False,90192.9601924798,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700003,40.0,3056.3601909931385,3056.3601909931385,-82.88973924341053,-82.88973924341053,3139.249930236549,25.236204563043557,67.89088754111036,False,98945.02171528588,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700004,40.0,2882.1697518192873,2882.1697518192873,84.81416124618227,84.81416124618227,2797.355590573105,23.713179866193094,71.95440276362439,False,97889.16220952533,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700005,40.0,3607.9573180774455,3607.9573180774455,-4.254382704172713,-4.254382704172713,3612.211700781618,31.14677217923124,76.71098325732679,False,93691.50888336865,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700006,40.0,3560.8345912477284,3560.8345912477284,107.91550655599349,107.91550655599349,3452.919084691735,29.308501121115462,73.15774456669007,False,96423.7713798344,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700007,40.0,3022.7051890424455,3022.7051890424455,110.47119900431244,110.47119900431244,2912.233990038133,24.826531450741467,71.76983714582428,False,97205.3952502711,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700008,40.0,2726.6357943209737,2726.6357943209737,-198.7267711604445,-198.7267711604445,2925.362565481418,22.717169470461503,66.12865634499002,False,94768.11804965144,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700009,40.0,2973.489695047274,2973.489695047274,-19.383807273720777,-19.383807273720777,2992.8735023209947,24.081659280237588,68.1228793461382,False,99742.0812043778,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700000,60.0,2649.0588957208247,2649.0588957208247,-147.37123476935813,-147.37123476935813,2796.430130490183,23.74004199591988,68.73653206878217,False,90558.60197088512,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700001,60.0,2373.393320910039,2373.393320910039,-661.5970686125725,-661.5970686125725,3034.9903895226116,21.7849076457334,58.37182924270033,False,93302.9802021513,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700002,60.0,2980.0537098178515,2980.0537098178515,-92.3259118908386,-92.3259118908386,3072.37962170869,26.935523234085856,76.62818381434518,False,86382.32116506685,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700003,60.0,2680.1888530571546,2680.1888530571546,-198.78273586974592,-198.78273586974592,2878.9715889269005,23.546856116692076,63.11189491392821,False,91979.21720518156,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700004,60.0,2337.078712926056,2337.078712926056,-238.86634038814918,-238.86634038814918,2575.9450533142053,20.72053272711949,64.3315152295295,False,88890.07381957433,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700005,60.0,3146.5067484079336,3146.5067484079336,-187.9215107775176,-187.9215107775176,3334.428259185451,28.53405225267179,74.62896502690394,False,89241.62341816962,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700006,60.0,3107.9813935964394,3107.9813935964394,-80.20372164467472,-80.20372164467472,3188.185115241114,27.110792888568113,68.6657203755153,False,90873.58362833402,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700007,60.0,2611.6472611540275,2611.6472611540275,-86.34185377358153,-86.34185377358153,2697.989114927609,22.779125600861796,64.8990979405696,False,91282.80997784589,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700008,60.0,2250.824328649047,2250.824328649047,-467.65075335890924,-467.65075335890924,2718.475082007956,20.14320603994367,61.23627927392752,False,90098.47806895452,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700009,60.0,2570.480849620408,2570.480849620408,-211.7741466463217,-211.7741466463217,2782.25499626673,22.194331124398033,62.36445135394952,False,92537.94640146392,False,0,0.0104347826086956,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700000,80.0,2315.743789119967,2315.743789119967,-201.46638093775846,-201.46638093775846,2517.2101700577255,21.882288183620208,63.69247277514442,False,85302.03587563748,False,0,0.0121739130434782,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700001,80.0,2189.845321309832,2189.845321309832,-547.100476125308,-547.100476125308,2736.94579743514,20.706219340867538,54.15428376765913,False,89748.69213528294,False,0,0.02,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700002,80.0,2528.0600713782424,2528.0600713782424,-223.41688711369216,-223.41688711369216,2751.4769584919345,23.999939025223743,73.2499123889981,False,82672.46119881427,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700003,80.0,2188.731516344386,2188.731516344386,-427.4157942174352,-427.4157942174352,2616.147310561821,20.526153232915497,56.33684091552899,False,87894.30218593209,False,0,0.0217391304347826,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700004,80.0,1952.5305036667637,1952.5305036667637,-366.35937990720913,-366.35937990720913,2318.889883573973,18.24926653333757,58.483077553211224,False,85308.8487435885,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700005,80.0,2760.849156440499,2760.849156440499,-221.27646447859206,-221.27646447859206,2982.125620919091,26.303797748748515,70.14656607528153,False,85124.99665016853,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700006,80.0,2733.2513780683107,2733.2513780683107,-128.3337135735742,-128.3337135735742,2861.585091641885,25.07673960103913,65.38927602056707,False,86583.97532586411,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700007,80.0,2244.246433325846,2244.246433325846,-209.99413115828247,-209.99413115828247,2454.2405644841283,20.797369912996576,59.523181364899514,False,84935.42412143086,False,0,0.0,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700008,80.0,2019.5187155596789,2019.5187155596789,-447.7535413933622,-447.7535413933622,2467.272256953041,18.658469666266228,56.041229521972,False,86729.88773073275,False,0,0.0243478260869565,
MassCost SP -time,MassCost,single,-time,-,5 expl,4,700009,80.0,2111.1512160248303,2111.1512160248303,-383.9865434625308,-383.9865434625308,2495.137759487361,19.5297981377766,56.73044611063448,False,87042.00675499585,False,0,0.0104347826086956,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700000,0.0,3844.288805812377,3844.288805812377,376.9599035475526,376.9599035475526,3467.3289022648246,28.940527020296383,89.71472778229285,False,108383.64210137648,False,0,0.0113043478260869,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700001,0.0,4204.376674175008,4204.376674175008,630.4774634881569,630.4774634881569,3573.899210686851,30.552352588619986,78.5692147505374,False,114214.16067221027,False,0,0.0191304347826086,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700002,0.0,3222.7405868049086,0.0,-473.87763648164355,-3696.618223286552,3696.618223286552,24.76453844908827,106.6894472876639,True,102314.33083587054,False,1,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700003,0.0,4080.8367506116215,4080.8367506116215,554.2481504621996,554.2481504621996,3526.588600149422,29.34111279698562,82.54473163377469,False,114275.35291033784,False,0,0.0208695652173913,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700004,0.0,3522.486896626237,3522.486896626237,307.98028986893905,307.98028986893905,3214.506606757298,25.94705196759755,87.87863904599477,False,110015.7452511273,False,0,0.0243478260869565,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700005,0.0,4292.229743636491,4292.229743636491,170.23487289699096,170.23487289699096,4121.9948707395,33.437920625734854,97.6770432874985,False,106022.79311385704,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700006,0.0,4427.891222306267,4427.891222306267,442.1330135671783,442.1330135671783,3985.758208739089,32.71521725202209,92.95812759291896,False,108546.04615329242,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700007,0.0,3713.1893118967714,3713.1893118967714,357.99000505498725,357.99000505498725,3355.199306841784,27.33657871591499,88.02442278809018,False,109206.89531553791,False,0,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700008,0.0,3842.117060865312,3842.117060865312,538.2890654913926,538.2890654913926,3303.8279953739193,27.065646813780976,80.99647809446405,False,115204.82416912964,False,0,0.0234782608695652,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700009,0.0,3910.2110884787544,3910.2110884787544,521.4207850600083,521.4207850600083,3388.790303418746,27.55916752541272,82.45284834918556,False,115784.51483427008,False,0,0.0104347826086956,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700000,20.0,3824.1905662605545,3824.1905662605545,575.8801250681267,575.8801250681267,3248.310441192428,29.04517674646583,84.4486685894827,False,108644.01068546232,False,0,0.0121739130434782,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700001,20.0,4130.449994386585,4130.449994386585,729.5957012094714,729.5957012094714,3400.8542931771135,30.91295753104762,76.96365114444768,False,112661.13832825117,False,0,0.0191304347826086,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700002,20.0,2804.4167047594237,0.0,-782.4735573791977,-3586.8902621386214,3586.8902621386214,21.64039134656767,107.62161430202951,True,101342.4516882164,False,1,0.0,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700003,20.0,3962.35480487582,3962.35480487582,628.8626493786301,628.8626493786301,3333.4921554971897,29.324071600913957,79.70505063685395,False,112582.7783788004,False,0,0.0208695652173913,
MassCost MP +time,MassCost,multi,+time,fixed 100h,5 expl,4,700004,20.0,3567.0836729725047,3567.0836729725047,546.1985204601378,546.1985204601378,3020.885152512367,26.46074511635781,82.69662062845052,False,110347.25887237216,False,0,0.0243478260869565,
