model,cost,arch,time_in_gp,pivot_type,protocol,train_seed,eval_seed,delay_h,yield_kg,yield_gated,delta_vs_recipe,delta_gated,recipe_yield_kg,final_P,max_viscosity,visc_exceed,max_Wt,wt_overflow,violation,paa_frac_out_of_band,pivot_h
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700002,80.0,2630.7039926487364,2630.7039926487364,-120.77296584319811,-120.77296584319811,2751.4769584919345,25.09543434741918,71.25250941768775,False,82317.83703170014,False,0,0.0,130.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700002,80.0,2444.5492463394908,2444.5492463394908,-306.92771215244375,-306.92771215244375,2751.4769584919345,23.25652722569246,72.55694822227197,False,84225.01163174708,False,0,0.0,120.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700003,80.0,2452.716001787372,2452.716001787372,-163.431308774449,-163.431308774449,2616.147310561821,22.81015110229908,61.2086818126645,False,87141.8456089619,False,0,0.0208695652173913,140.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700003,80.0,2294.057082845855,2294.057082845855,-322.0902277159662,-322.0902277159662,2616.147310561821,21.121843102488857,65.63273022690103,False,88889.60046944943,False,0,0.0208695652173913,130.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700004,80.0,2198.3411034475225,2198.3411034475225,-120.54878012645031,-120.54878012645031,2318.889883573973,20.164887711799935,57.48276561739829,False,85192.92788921332,False,0,0.0243478260869565,150.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700004,80.0,2194.5705542947826,2194.5705542947826,-124.31932927919024,-124.31932927919024,2318.889883573973,20.04975512114291,61.53581433184672,False,88269.18512359618,False,0,0.0243478260869565,130.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700005,80.0,2827.9052596418906,2827.9052596418906,-154.22036127720048,-154.22036127720048,2982.125620919091,27.35270216177079,68.23703951983,False,83633.02688548737,False,0,0.0,130.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700005,80.0,2568.985544326212,2568.985544326212,-413.1400765928788,-413.1400765928788,2982.125620919091,24.789612614588556,69.39074582181277,False,85240.64519934639,False,0,0.0,125.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700006,80.0,2761.2479006716676,2761.2479006716676,-100.3371909702173,-100.3371909702173,2861.585091641885,25.67400792079825,62.73572147741877,False,83230.06179491941,False,0,0.0,140.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700006,80.0,2636.9125325011983,2636.9125325011983,-224.67255914068664,-224.67255914068664,2861.585091641885,24.525317482443484,65.40286459946616,False,85011.9958718392,False,0,0.0,125.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700007,80.0,2369.515552335484,2369.515552335484,-84.72501214864451,-84.72501214864451,2454.2405644841283,21.78678474491956,58.91988332570356,False,84657.38676381965,False,0,0.0,145.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700007,80.0,2264.472273572281,2264.472273572281,-189.7682909118471,-189.7682909118471,2454.2405644841283,20.706034875594632,62.71952013950976,False,87154.24406403488,False,0,0.0,130.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700008,80.0,2325.1618436857943,2325.1618436857943,-142.1104132672467,-142.1104132672467,2467.272256953041,21.095182740643793,56.10463209454188,False,86448.5413964355,False,0,0.0243478260869565,145.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700008,80.0,2341.342823538877,2341.342823538877,-125.92943341416412,-125.92943341416412,2467.272256953041,20.92866152244359,61.13061577001513,False,89107.3376134076,False,0,0.0243478260869565,130.0
MP fixed +time,ConcCost,multi,+time,fixed 100h,5 expl,6,700009,80.0,2372.863318372488,2372.863318372488,-122.2744411148733,-122.2744411148733,2495.137759487361,21.478402247375342,58.85277588713128,False,87271.11549077775,False,0,0.0104347826086956,145.0
MP fixed -time,ConcCost,multi,-time,fixed 100h,5 expl,6,700009,80.0,2318.0652240051404,2318.0652240051404,-177.0725354822207,-177.0725354822207,2495.137759487361,20.825556202611928,63.069534318942,False,88842.08818533982,False,0,0.0104347826086956,130.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700000,0.0,3218.9472152442395,3218.9472152442395,-248.3816870205851,-248.3816870205851,3467.3289022648246,25.6636666160792,97.38194720451844,False,104916.37024658652,False,0,0.0113043478260869,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700001,0.0,3930.35030531595,3930.35030531595,356.4510946290993,356.4510946290993,3573.899210686851,29.03208638976825,77.6121438833315,False,112401.29674148044,False,0,0.0191304347826086,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700002,0.0,3202.9003860463135,0.0,-493.7178372402386,-3696.618223286552,3696.618223286552,26.54377927100764,103.0437122653081,True,102466.06101395488,False,1,0.0,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700003,0.0,3810.6649983253938,3810.6649983253938,284.0763981759719,284.0763981759719,3526.588600149422,28.16776205963421,82.00022158973374,False,110890.1649372452,False,0,0.02,55.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700004,0.0,3227.374819424113,3227.374819424113,12.868212666814998,12.868212666814998,3214.506606757298,25.017972469428233,99.86323035803667,False,106685.15808304552,False,0,0.0234782608695652,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700005,0.0,3647.5527824350183,3647.5527824350183,-474.44208830448133,-474.44208830448133,4121.9948707395,29.76051840290602,95.94747593972696,False,104983.97899792947,False,0,0.0,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700006,0.0,3599.649802397374,3599.649802397374,-386.1084063417147,-386.1084063417147,3985.758208739089,28.36974321066541,95.929610078988,False,104192.05018139113,False,0,0.0,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700007,0.0,3210.713766162848,3210.713766162848,-144.4855406789361,-144.4855406789361,3355.199306841784,24.87319925795649,97.82259895612648,False,105276.25307187007,False,0,0.0,50.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700008,0.0,3551.984242343362,3551.984242343362,248.1562469694427,248.1562469694427,3303.8279953739193,25.830593291895717,80.61096892986438,False,109984.97319983409,False,0,0.0234782608695652,55.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700009,0.0,3583.570442633439,3583.570442633439,194.780139214693,194.780139214693,3388.790303418746,26.114283425071207,82.78387571339564,False,110631.63250864764,False,0,0.0095652173913043,55.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700000,20.0,3411.5582651942595,3411.5582651942595,163.24782400183176,163.24782400183176,3248.310441192428,27.20209806132777,82.42038771600205,False,101530.75561931483,False,0,0.0113043478260869,60.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700001,20.0,3700.376146749026,3700.376146749026,299.5218535719123,299.5218535719123,3400.8542931771135,28.547242829875643,75.29567423648079,False,107125.9612764733,False,0,0.0191304347826086,65.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700002,20.0,3507.07819056247,3507.07819056247,-79.81207157615154,-79.81207157615154,3586.8902621386214,28.925587047733693,88.97719288170563,False,99173.6964112008,False,0,0.0,60.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700003,20.0,3604.6720974225864,3604.6720974225864,271.17994192539663,271.17994192539663,3333.4921554971897,27.720314634200747,78.00852381061826,False,105762.42099769964,False,0,0.0208695652173913,70.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700004,20.0,3209.6400177945843,3209.6400177945843,188.75486528221745,188.75486528221745,3020.885152512367,24.90208476412985,80.91316299639621,False,102398.3817558835,False,0,0.0243478260869565,60.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700005,20.0,3986.701867970716,3986.701867970716,108.35382647576898,108.35382647576898,3878.348041494947,32.49812557715176,85.15730113443519,False,101214.02913582225,False,0,0.0,65.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700006,20.0,3863.572325524002,3863.572325524002,139.7277779280812,139.7277779280812,3723.8445475959206,30.49110852681826,84.30835436245881,False,100649.98843925,False,0,0.0,60.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700007,20.0,3288.5970936914873,3288.5970936914873,165.47777693635362,165.47777693635362,3123.1193167551337,25.620682406050054,81.70948147845884,False,101921.66074673548,False,0,0.0,60.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700008,20.0,3370.0994533841836,3370.0994533841836,262.8983037001567,262.8983037001567,3107.201149684027,25.473846433497865,76.94462564746598,False,105218.13450949352,False,0,0.0243478260869565,70.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700009,20.0,3452.602421989611,3452.602421989611,261.9840843736106,261.9840843736106,3190.618337616,26.05942326960627,78.35490144042308,False,105954.3334899044,False,0,0.0104347826086956,70.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700000,40.0,3031.3091944289517,3031.3091944289517,14.127582322863873,14.127582322863873,3017.181612106088,25.638079461781786,78.37703511921117,False,96111.89583846377,False,0,0.0113043478260869,75.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700001,40.0,3444.5063652755807,3444.5063652755807,227.16734423580647,227.16734423580647,3217.3390210397743,27.9009595136762,71.15835902041329,False,101662.81435438954,False,0,0.0191304347826086,90.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700002,40.0,3118.2516372095106,3118.2516372095106,-226.7920138442123,-226.7920138442123,3345.043651053723,27.195233396439736,82.40311562754513,False,93914.87728958575,False,0,0.0,80.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700003,40.0,3319.041965560776,3319.041965560776,179.79203532422707,179.79203532422707,3139.249930236549,26.746262830537393,74.24003891587459,False,100472.97886091864,False,0,0.0208695652173913,90.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700004,40.0,2872.3646946487816,2872.3646946487816,75.00910407567653,75.00910407567653,2797.355590573105,23.582275410039905,76.75874748013756,False,96894.73950790704,False,0,0.0243478260869565,75.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700005,40.0,3493.9146053018612,3493.9146053018612,-118.29709547975699,-118.29709547975699,3612.211700781618,30.33719749956268,79.91124627140114,False,95494.99201461796,False,0,0.0,80.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700006,40.0,3435.9737717456533,3435.9737717456533,-16.945312946081685,-16.945312946081685,3452.919084691735,28.815245115579252,78.48075371107676,False,94681.6770679084,False,0,0.0,80.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700007,40.0,2963.00291562454,2963.00291562454,50.76892558640702,50.76892558640702,2912.233990038133,24.42132645177611,76.85313181210675,False,96171.53496100548,False,0,0.0,75.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700008,40.0,3101.436849574019,3101.436849574019,176.07428409260092,176.07428409260092,2925.362565481418,24.68565066111802,72.68108952883661,False,100119.63192558957,False,0,0.0243478260869565,90.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700009,40.0,3153.7238077735483,3153.7238077735483,160.85030545255358,160.85030545255358,2992.8735023209947,25.104962002825264,74.21147210339494,False,100580.63811127642,False,0,0.0104347826086956,85.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700000,60.0,2809.891750542826,2809.891750542826,13.461620052642957,13.461620052642957,2796.430130490183,24.88946729383271,69.90256161470367,False,89878.38585624931,False,0,0.0113043478260869,100.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700001,60.0,3202.094119578709,3202.094119578709,167.10373005609745,167.10373005609745,3034.9903895226116,27.08688188652633,65.54626305073477,False,97716.70891487604,False,0,0.0191304347826086,115.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700002,60.0,2877.146023330401,2877.146023330401,-195.23359837828912,-195.23359837828912,3072.37962170869,26.2756575624781,75.85751212007104,False,87525.36763474187,False,0,0.0,100.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700003,60.0,2949.753792164028,2949.753792164028,70.7822032371273,70.7822032371273,2878.9715889269005,25.23832112269551,69.22914180226425,False,94542.64177700604,False,0,0.0208695652173913,115.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700004,60.0,2639.84339547555,2639.84339547555,63.89834216134477,63.89834216134477,2575.9450533142053,22.62749722733806,68.14145451918542,False,92685.89149102409,False,0,0.0243478260869565,100.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700005,60.0,3203.747059444288,3203.747059444288,-130.68119974116325,-130.68119974116325,3334.428259185451,29.2318521300924,73.05782259055115,False,89236.19385536188,False,0,0.0,100.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700006,60.0,3172.5651214954196,3172.5651214954196,-15.6199937456945,-15.6199937456945,3188.185115241114,27.83759071878008,70.0980959941391,False,88397.32348557752,False,0,0.0,110.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700007,60.0,2738.5508456206553,2738.5508456206553,40.56173069304623,40.56173069304623,2697.989114927609,23.57754220370779,68.39334304215618,False,91282.12575420392,False,0,0.0,100.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700008,60.0,2825.046214694291,2825.046214694291,106.57113268633475,106.57113268633475,2718.475082007956,23.66406589998147,66.31376274426181,False,95062.75762793284,False,0,0.0243478260869565,115.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700009,60.0,2876.7179596519595,2876.7179596519595,94.46296338522961,94.46296338522961,2782.25499626673,24.076485373364573,67.55487782506277,False,95515.21113350632,False,0,0.0104347826086956,110.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700000,80.0,2542.205330006951,2542.205330006951,24.99515994922558,24.99515994922558,2517.2101700577255,23.538948804940276,64.63096459734287,False,86452.39436383633,False,0,0.0113043478260869,125.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700001,80.0,2842.5586205306145,2842.5586205306145,105.6128230954746,105.6128230954746,2736.94579743514,25.418891995827423,62.88939343019647,False,92464.76089549832,False,0,0.0191304347826086,140.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700002,80.0,2667.308675631156,2667.308675631156,-84.16828286077862,-84.16828286077862,2751.4769584919345,25.20608005684273,73.70244634084794,False,83602.89897704698,False,0,0.0,120.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700003,80.0,2686.4558645032785,2686.4558645032785,70.30855394145738,70.30855394145738,2616.147310561821,24.10100190592684,64.70604184597504,False,90018.47500850468,False,0,0.0208695652173913,130.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700004,80.0,2352.5801917720173,2352.5801917720173,33.69030819804448,33.69030819804448,2318.889883573973,21.129899889463232,61.7829925942886,False,88532.46752684873,False,0,0.0243478260869565,125.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700005,80.0,2947.278243372989,2947.278243372989,-34.84737754610205,-34.84737754610205,2982.125620919091,27.935583066124693,70.36837023007536,False,85185.67907774843,False,0,0.0,120.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700006,80.0,2866.2588563056843,2866.2588563056843,4.673764663799375,4.673764663799375,2861.585091641885,26.259839723364156,65.40441381221345,False,85020.36270440035,False,0,0.0,120.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700007,80.0,2475.771477513633,2475.771477513633,21.530913029504518,21.530913029504518,2454.2405644841283,22.352476534717,62.48362241511491,False,87336.11630764348,False,0,0.0,125.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700008,80.0,2519.960602964819,2519.960602964819,52.68834601177787,52.68834601177787,2467.272256953041,22.211443814805193,59.85618306739059,False,90177.34748317936,False,0,0.0243478260869565,130.0
MP 10expl,ConcCost,multi,-time,fixed 100h,10 expl,6,700009,80.0,2559.032006854705,2559.032006854705,63.89424736734372,63.89424736734372,2495.137759487361,22.513276973474575,62.270500073893494,False,90883.95023751564,False,0,0.0104347826086956,125.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700000,0.0,3756.8345226841698,3756.8345226841698,289.5056204193452,289.5056204193452,3467.3289022648246,28.54898807694064,80.883173570699,False,106769.513914072,False,0,0.0113043478260869,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700001,0.0,3882.425700072858,3882.425700072858,308.52648938600714,308.52648938600714,3573.899210686851,29.19007826148326,72.22848134820072,False,110729.47976781036,False,0,0.0191304347826086,65.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700002,0.0,3820.6123338609896,3820.6123338609896,123.9941105744374,123.9941105744374,3696.618223286552,28.52889942940093,88.90778911670938,False,103820.35417396588,False,0,0.0,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700003,0.0,3807.8549771495072,3807.8549771495072,281.2663770000854,281.2663770000854,3526.588600149422,28.56106277846443,76.88528065617709,False,110175.33438918872,False,0,0.0208695652173913,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700004,0.0,3489.7318393406067,3489.7318393406067,275.22523258330875,275.22523258330875,3214.506606757298,25.904465439958805,79.30828094949611,False,108401.4738364838,False,0,0.0243478260869565,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700005,0.0,4579.638637947093,4579.638637947093,457.64376720759356,457.64376720759356,4121.9948707395,35.322448620751295,84.75405572688169,False,106174.57074515594,False,0,0.0,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700006,0.0,4409.687334229903,4409.687334229903,423.9291254908144,423.9291254908144,3985.758208739089,32.919325116568366,83.23650092996213,False,106863.6381808068,False,0,0.0,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700007,0.0,3674.7486557302823,3674.7486557302823,319.5493488884981,319.5493488884981,3355.199306841784,27.305547755539717,80.30406858090693,False,107938.79658976248,False,0,0.0,60.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700008,0.0,3573.115031234387,3573.115031234387,269.28703586046777,269.28703586046777,3303.8279953739193,26.14694502505509,74.69412786204258,False,110761.78452935904,False,0,0.0243478260869565,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700009,0.0,3668.146858036226,3668.146858036226,279.35655461748,279.35655461748,3388.790303418746,26.876912485667884,76.20414410146066,False,111513.80295656426,False,0,0.0104347826086956,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700000,20.0,3782.98264217777,3782.98264217777,534.672200985342,534.672200985342,3248.310441192428,29.142997977125297,80.30855834315362,False,106937.57983525874,False,0,0.0121739130434782,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700001,20.0,3920.181918348713,3920.181918348713,519.3276251715997,519.3276251715997,3400.8542931771135,30.05211094215405,71.80057813566386,False,110274.56888337254,False,0,0.02,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700002,20.0,2869.717280356507,2869.717280356507,-717.1729817821142,-717.1729817821142,3586.8902621386214,20.69211519286573,99.30290498609249,False,102720.10518045592,False,0,0.0,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700003,20.0,3757.808577450688,3757.808577450688,424.3164219534983,424.3164219534983,3333.4921554971897,28.650790304563607,76.5444253749427,False,109595.1677826547,False,0,0.0217391304347826,95.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700004,20.0,3487.7650481706696,3487.7650481706696,466.87989565830276,466.87989565830276,3020.885152512367,26.33729536114747,78.75086254508888,False,108097.67616121008,False,0,0.0243478260869565,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700005,20.0,3913.405671388595,3913.405671388595,35.05762989364757,35.05762989364757,3878.348041494947,29.331813935202277,84.97272778872684,False,106044.62240046028,False,0,0.0,80.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700006,20.0,4381.173205653212,4381.173205653212,657.3286580572912,657.3286580572912,3723.8445475959206,32.99269837728816,82.49431025452736,False,107398.33053244752,False,0,0.0,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700007,20.0,3648.211738329095,3648.211738329095,525.0924215739615,525.0924215739615,3123.1193167551337,27.493096521811303,79.53439478065765,False,107837.30544207607,False,0,0.0,75.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700008,20.0,3557.5992900704905,3557.5992900704905,450.39814038646364,450.39814038646364,3107.201149684027,26.51232791076968,73.66771804788479,False,110142.15092093154,False,0,0.0243478260869565,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700009,20.0,3641.7995434922577,3641.7995434922577,451.18120587625754,451.18120587625754,3190.618337616,27.145228676519377,74.92839424914382,False,110711.05200846668,False,0,0.0104347826086956,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700000,40.0,3571.1711107973047,3571.1711107973047,553.9894986912168,553.9894986912168,3017.181612106088,28.31025265752096,79.36133947057817,False,105864.77637960349,False,0,0.0121739130434782,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700001,40.0,3457.4514193879386,3457.4514193879386,240.11239834816433,240.11239834816433,3217.3390210397743,26.661309366083312,73.75616104268484,False,108981.0496552979,False,0,0.02,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700002,40.0,2585.676083805084,2585.676083805084,-759.3675672486388,-759.3675672486388,3345.043651053723,19.001597926186296,99.05191258002232,False,101102.65580353617,False,0,0.0,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700003,40.0,2993.5488550896157,2993.5488550896157,-145.70107514693336,-145.70107514693336,3139.249930236549,22.721524168399338,78.79222135238714,False,107426.48685073612,False,0,0.0217391304347826,105.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700004,40.0,3335.494545118842,3335.494545118842,538.1389545457369,538.1389545457369,2797.355590573105,25.9298384721306,75.64001309815401,False,106473.15018699969,False,0,0.0243478260869565,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700005,40.0,3067.3643774645648,3067.3643774645648,-544.8473233170535,-544.8473233170535,3612.211700781618,22.878394361300284,87.48524572737989,False,103300.451810521,False,0,0.0,95.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700006,40.0,3989.6083856932582,3989.6083856932582,536.6893010015233,536.6893010015233,3452.919084691735,30.504533301570294,80.79553164690024,False,106174.89982930444,False,0,0.0,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700007,40.0,3518.532967612022,3518.532967612022,606.2989775738888,606.2989775738888,2912.233990038133,27.102907056563016,77.002837850284,False,106624.14024928244,False,0,0.0,90.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700008,40.0,3411.4506655535133,3411.4506655535133,486.08810007209513,486.08810007209513,2925.362565481418,26.079797715837746,72.76706902467646,False,108819.87930710052,False,0,0.0243478260869565,100.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700009,40.0,3467.85043800524,3467.85043800524,474.9769356842453,474.9769356842453,2992.8735023209947,26.450401320702255,75.97405066283203,False,109758.27910037308,False,0,0.0104347826086956,100.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700000,60.0,3368.6922913933977,3368.6922913933977,572.2621609032149,572.2621609032149,2796.430130490183,27.59472670975037,77.20835977701871,False,102975.51339170124,False,0,0.0121739130434782,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700001,60.0,3125.387113700674,3125.387113700674,90.39672417806241,90.39672417806241,3034.9903895226116,24.421909671705382,73.29769973080589,False,106964.03492242252,False,0,0.02,115.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700002,60.0,2192.0043569463987,0.0,-880.3752647622914,-3072.37962170869,3072.37962170869,15.94087553956492,106.2305183554759,True,97134.5703982579,False,1,0.0,100.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700003,60.0,2369.466733678464,2369.466733678464,-509.50485524843634,-509.50485524843634,2878.9715889269005,17.923987011637482,80.05183511962585,False,102947.55819458926,False,0,0.0217391304347826,115.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700004,60.0,3098.190070229477,3098.190070229477,522.2450169152717,522.2450169152717,2575.9450533142053,24.881316708971475,71.93706749758118,False,103657.69023275128,False,0,0.0243478260869565,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700005,60.0,2903.119456477032,2903.119456477032,-431.3088027084191,-431.3088027084191,3334.428259185451,22.229788838569608,85.70551400185609,False,100492.78695192936,False,0,0.0,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700006,60.0,3873.243095025843,3873.243095025843,685.057979784729,685.057979784729,3188.185115241114,30.832455469052213,77.53444591231576,False,103193.2474360539,False,0,0.0,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700007,60.0,3275.957958698792,3275.957958698792,577.968843771183,577.968843771183,2697.989114927609,26.09615144212874,74.60089642024748,False,103665.25880169154,False,0,0.0,110.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700008,60.0,3218.5837500266316,3218.5837500266316,500.1086680186754,500.1086680186754,2718.475082007956,25.397665581274392,71.71363757337306,False,105796.9837997684,False,0,0.0243478260869565,115.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700009,60.0,3296.6567001326075,3296.6567001326075,514.4017038658776,514.4017038658776,2782.25499626673,25.85448997023092,74.34742241779601,False,106875.36252236157,False,0,0.0104347826086956,115.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700000,80.0,2996.7823935594247,2996.7823935594247,479.5722235016992,479.5722235016992,2517.2101700577255,25.444284977669376,74.29395855097326,False,99635.39026092448,False,0,0.0121739130434782,120.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700001,80.0,2813.5339007632792,2813.5339007632792,76.58810332813937,76.58810332813937,2736.94579743514,22.670187592382536,72.60169130244668,False,103886.30490179032,False,0,0.02,125.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700002,80.0,2377.8547085443015,2377.8547085443015,-373.622249947633,-373.622249947633,2751.4769584919345,18.662705179044927,89.77837895604245,False,94483.1159376351,False,0,0.0,115.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700003,80.0,2527.408363403435,2527.408363403435,-88.73894715838605,-88.73894715838605,2616.147310561821,20.351279722343477,75.7334638887154,False,101316.16176554398,False,0,0.0217391304347826,125.0
MP priors,ConcCost,multi,-time,fixed 100h,5 expl + recipe priors,6,700004,80.0,2777.9970634739466,2777.9970634739466,459.10717989997374,459.10717989997374,2318.889883573973,23.214395181230024,69.12390749558752,False,100311.53962107068,False,0,0.0243478260869565,125.0
